Company Name,Experience With SBIR Program
"SCHRODINGER, INC.",16
Schultz R E,2
Schumacher &amp; Assocs Inc,1
SCHUPP ADVANCED MATERIALS,1
Schutz Engineering Corp.,1
"Schuyler Dynamics, Inc.",2
"SCHWALB CONSULTING, LLC",6
"Schwartz Electro-Optics, Inc",114
SCHWARTZ IMAGING PATENT ENTERPRISES LLC,1
Sci Development Corpon,1
"SCI Engineered Materials, Inc.",16
Sci Measurement Systems Inc.,1
"SCI-ENG SOLUTIONS, LLC",13
"Sci-Engi-Medco Solutions, Inc",2
Sci-so Inc,2
"SCI-TEC, INC.",15
"Sciaky, Inc.",8
"Sciarra Laboratories, Inc.",5
SciArt  ,1
"SCIART SOFTWARE, INC",1
SCIBAC INC.,1
"SciberQuest, Inc.",13
SciBlinder LLC,1
"SCICLONE PHARMACEUTICALS, INC.",1
SCICRUNCH,3
Scidmore &amp; Shean,1
Science &amp; Applied Technology I,2
"Science &amp; Applied Technology, Inc.",4
"SCIENCE &amp; ENGINEERING ASSOC., INC.",78
"SCIENCE &amp; ENGINEERING SERVICES, INC.",70
Science &amp; Technology Associate,3
SCIENCE AND SENSORS TECHNOLOGIES,2
"Science and Technology Applications, LLC",14
SCIENCE AND TECHNOLOGY CORPORATION,12
Science and Technology in Atmospheric Research (STAR) LLC,3
Science Engineering Associates,2
Science Horizons Inc.,3
"SCIENCE LEARNING RESOURCES, INC.",3
"Science Quest, Inc.",1
"Science Research Laboratory, Inc",239
Science Services,2
Science Systems &amp;,1
"Science Systems Solutions, Inc.",3
"Science Take-Out, LLC",8
Science Ventures Inc.,4
"Science Wares, Inc.",6
"Science, Math &amp; Engineering, Inc.",1
"Science, Math, and Engineering, Inc",6
SCIENCE-APPROACH,9
"SCIENCE2MARKET, LLC",2
"SCIENCEMEDIA, INC.",4
SciencePlusPlease LLC,1
"SCIENCESOFT, LLC",3
SCIENCETOMORROW LLC,4
Scienss Biotechnology LLC,1
Scientech Research Inc,1
"Scientech, Inc.",4
"Scientic, Inc. ",23
"Scientific &amp; Biomedical Microsystems, LLC",2
Scientific &amp; Engineering,2
Scientific &amp; Tech Analysis,1
"Scientific Aero Monitoring,",2
"Scientific Applications &amp; Research Associates, Inc.",171
"Scientific Associates, Inc.",8
Scientific Comput Assoc,48
Scientific Computing &amp; Control,1
Scientific Data Systems,4
"Scientific Digital Visions, Inc.",16
Scientific Engineering Instrum,2
"Scientific Fishery Systems, Inc",19
SCIENTIFIC FORMING TECHNOLOGIES CORPORATION,22
Scientific Imaging,1
Scientific Imaging and Visualization LLC ,2
SCIENTIFIC INNOVATIONS INC,5
SCIENTIFIC LEARNING COMPANY,1
SCIENTIFIC MATERIALS CORP.,29
Scientific Measurement Systems,8
Scientific Media,2
SCIENTIFIC METHODS INC,15
"Scientific Monitoring, Inc.",38
"Scientific Partners, LLC",1
Scientific Radio Systems Inc,1
"SCIENTIFIC RESEARCH ASSOC., INC.",117
SCIENTIFIC RESEARCH CORP.,51
Scientific Service Inc,1
Scientific Simulation Inc,2
SCIENTIFIC SIMULATIONS,12
Scientific Social Research,4
"SCIENTIFIC SOFTWARE INTERNATIONAL, INC.",10
"Scientific Solutions, Inc.",6
"Scientific Solutions, Inc.",6
"Scientific Solutions, Inc.",49
Scientific Studies Corporation,6
SCIENTIFIC SYSTEMS CO INC,437
"Scientific Systems, LLC",1
SCIENTIFIC TECHNOLOGIES CORP.,15
"Scientific Toolworks, Inc.",7
"Scientific Utilization, Inc.",1
Scieval LLC,1
SciFi Innovations LLC,2
"SCIGENESIS, LLC",7
SCIGLOB INSTRUMENTS &amp; SERVICES LLC,2
"SCIKON INNOVATION, INC.",6
SCIMEASURE ANALYTICAL SYSTEMS INC,5
SCIMITAR TECHNOLOGIES LLC,12
Scimplicity LLC,1
"Scintilex, LLC",5
SCINTILLATION NANOTECHNOLOGIES INC,2
SCIOGEN LLC,3
Sciome LLC,3
SCION ASSOC.,5
"SCION CARDIO-VASCULAR, INC.",1
Scion Plasma LLC,1
"Scion Scientific, Inc.",1
"Scios, Inc.",9
Scioto Biosciences Inc.,1
"Sciperio, Inc. ",34
"SciRisq, Inc.",1
SCISMIC INC.,1
SciSwift LLC,1
SCIT Labs Inc,2
"Scite, Inc.",3
"SciTec, Inc.",38
"SCITECH DEVELOPMENT, LLC",8
"SCITECH STRATEGIES, INC",3
Scitefair International,2
Sciteq Electronic Inc,1
"ScitoVation, LLC",1
"SCIVEE, INC.",1
SCIX3 LLC,4
"SCI_ZONE, INC.",5
"Scj Technologies, Inc.",1
Scope Inc.,6
Scot Forge Company ,1
Scotch Hill Farm,4
Scott Environmental Tech Inc.,1
Scott Instruments Corp,10
Scott Science &amp; Technology Inc,1
SCOUT DIAGNOSTICS,3
Scout Inc.,1
"SCR, INC.",7
"SCREEN, INC.",3
"SCREENSCOPE, INC.",4
"Scribe Biosciences, Inc.",6
Scribe Therapeutics Inc.,2
"SCRIBLE, INC.",2
Scribner Associates Incorporated,7
SCRIPPS LABORATORIES,2
Scripps Mab,2
SCS ENGINEERING INC,8
"Scs Telecom, Inc.",21
Scuba Probe Technologies LLC,5
"SCYNEXIS, INC.",2
"SD NANOSCIENCES, INC ",1
SDGroup,2
SDI Engineering Inc,27
SDL Inc,77
SDPHOTONICS LLC,13
"SDR Engineering Consultants, Inc.",2
"SDR Plastics, Inc.",1
"SDS International, Inc.",27
"Sdv, Inc.",2
Se Systems Inc.,3
"SE3D, INC.",2
"SEA &amp; REEF AQUACULTURE, LLC",1
Sea Consultants,2
Sea Data Corpon,1
Sea Farm California A Division,1
"SEA RUN HOLDINGS, INC.",11
Sea Space Research Co Inc,1
"SEA STAR INTERNATIONAL, LLC",4
"Sea Star, LLC",1
Sea Tech Inc.,9
"Sea, Ltd.",2
Sea-bird Electronics Inc.,1
Sea-source Technologies Inc.,2
"Seaag, Inc.",5
"SEABERRY FARM, LLC",1
Seabrook Engineering,2
SeaChange Group LLC,2
"Seachange Pharmaceuticals, Inc.",4
Seaco Inc,1
"SEACOAST SCIENCE, INC.",63
"SEACOAST TECHNOLOGIES, INC.",1
Seacon Brantner &amp; Assoc.,5
"SEACORP, LLC",32
"SeaFire Micros, Inc.",7
"Seafood Systems, Inc.",2
Seaforth LLC,4
Seagenes Inc.,3
"Seagull Technology, Inc.",34
Seahawk Biosystems Corporation,4
Seahorse Bioscience Inc,1
"SEAK Therapeutics, LLC",2
Seakay Management Corp,5
"Seakr Engineering, Inc.",36
"Sealandaire Technologies, Inc.",52
SEALCATH LLC,1
SEALED OPTICS COMPANY,1
SEALITE ENGINEERING INC,1
"Sealite Sciences, Inc.",7
"SEALOCK SECURITY SYSTEMS, INC.",1
Seamless Semiconductors Inc.,1
Seamore Inc,1
Sean R Maloney &amp; Company,3
Seapharm Inc,2
Seaphire International,1
"SEARCH TECHNOLOGY, INC.",18
"Searchlight Sensors, Inc.",3
"Seare Biomatrix System, Inc.",1
SeaRobotics Corporation,6
Sears Scientific Consulting LLC,2
SEAS LLC,3
Seashell Technology LLC,41
Seaspace Corp,2
"SEASPIRE, INC.",1
Seasun Power Systems,1
SeaTox Research Inc,3
"SEATREC, INC.",5
"Seattle Genetics, Inc.",5
"SEATTLE PROSTHETIC DESIGN, LLC.",1
"SEATTLE SENSOR SYSTEMS, INC.",2
Seattle Shellfish LLC,1
"Seattle Silicon Technology, In",1
Seattle Specialty Ceramics,1
Seaver Engineering,7
"Seaward International, Inc.",1
Seaworthy Systems Inc,1
Seay T S Inc.,2
Seb Engineering Inc (fscm63834,1
Sec Structural Engineering,2
"SECA, Inc.",21
"Secmation, LLC",8
"SECOND ACT PARTNERS, INC.",2
"Second Avenue Software, Inc.",4
Second Difference Inc,1
Second Foundation Inc.,2
"Second Front Systems, Inc.",2
"Second Genome, Inc.",2
"SECOND SIGHT MEDICAL PRODUCTS, INC.",1
SECOND STAR ALGONUMERIX ,2
"Secondpeak, LLC",9
SecondWrite LLC,2
SECOTEC INC,4
"Secretech, Inc.",13
"SECRETORY IGA, INC.",1
SECURBORATION INC,102
Secure Banking Solutions,2
SECURE COMPUTING CORP.,20
Secure Enterprise Engineering,3
"SECURE FOOD SOLUTIONS, INCORPORATED",2
"Secure Planet, Inc.",3
Secure Solutions Inc.,2
"SecureComm, Inc",1
SecureHardware L.L.C,2
SECURELOGIX CORPORATION,12
"SecureMarking, Inc.",2
"SECURICS, INC.",17
"Securisyn Medical, LLC",4
"Security Axioms, Inc.",2
SECURITY FIRST CORP.,1
"SECURITY INNOVATION, INC.",3
Security Structures Llc,1
Security Tag Systems Inc,1
Security Ventures Corp.,4
SECUTOPIA CORP,1
SED Technology LLC,2
Sedaro Corporation,3
SEDIA BIOSCIENCES CORPORATION,4
Sedicorp,1
Sediment Dynamics Internationa,1
"Sedna Digital Solutions, LLC",7
"SEDUM LABORATORIES, INC.",2
"See ID, Inc.",1
"SEE YOURSELF HEALTH, LLC",1
SEED INNOVATIONS LLC,7
SEEDLLINKED LLC,1
"SEEFIT, INC.",2
SeeHear LLC,3
"SEEKER TECHNOLOGIES, INC.",2
"SEEMANN COMPOSITES, INC.",7
"SEEQC, INC.",5
Seer Systems Inc,5
"SEER, INC.",1
Seerstone Development LLC,1
Sees Inc,5
"SeeTrue Technology, LLC",2
"Seftec, Inc",1
Segall Associates,1
"SEGANA, INC.",2
SEGMA LLC,1
SEGMODE TECHNOLOGIES,1
SEGUE CORPORATION,6
"SEGUE TECHNOLOGIES, INC.",2
"SegueTX-Pancreatic Cancer, L.L.C.",1
"SEHDA, INC.",10
Sehlke Consulting LLC,2
"Seidcon, Inc.",5
Seifert                 Douglas        B,1
SEILER INTERNATIONAL CORP.(SEICOR),4
"SEIRAD, INC.",9
Seismic Entertainment,5
"SEISMIC ISOLATION ENGINEERING, INC.",1
Seitec Inc,2
Sekar Enterprises,2
Seki Systems Co.,4
"Sekos, Inc.",4
Sekurity LLC,1
"Selah Technologies, LLC",3
"Seldon Technologies, Inc.",10
Select Systems Analysis,1
"SELECT-O-SEP, LLC",3
"SELECTA BIOSCIENCES, INC.",1
SELECTION PRESSURE LLC,2
"SELECTIVE GENETICS, INC.",16
SELECTIVE LIGHT MANAGEMENT SYSTEM,1
"Selective Technologies, Inc.",3
Selee Corp.,5
"SELEGEN, LLC",1
SELENIUM LTD,6
"SELERITY TECHNOLOGIES, INC.",1
SELEXYS PHARMACEUTICALS CORPORATION,5
"SELF-DETERMINED HEALTH, INC.",2
"SELFA, INC.",2
"SELFARRAY, INC.",2
SELICAN TECHNOLOGIES,1
"Sellry, Inc.",2
"Selsym Biotech, Inc.",1
"SeLux Diagnostics, Inc.",4
"Selva Medical, Inc.",2
"SELZNICK SCIENTIFIC SOFTWARE, LLC",3
"Sem-com Company, Inc.",1
Sema Inc,1
"SEMA TECHNOLOGIES, INC.",1
"SEMACO, INC.",2
Semandex Networks Inc.,14
"Semantic AI, Inc.",1
Semantic Designs Inc,10
Semantic Solutions Inc.,2
SEMANTISYS INCORPORATED,1
"Semaphore Scientific, Inc.",2
Semba Biosciences Inc,3
Semcor Inc,3
Semerane Inc.,5
"SEMERGYTECH, INC.",1
Semetex Corp,2
"Semi-custom Logic, Inc.",2
Semi-solid Technologies,1
SEMI-SUBMERGED SHIP CORP.,2
Semichem,1
Semiconductor Power Technologies,1
"SEMICONDUCTOR TECHNOLOGY ASSOC., INC.",2
"SEMICUBE, INC.",1
"Semicyber, LLC",2
Semifilms,1
Semimac Inc,1
SEMINEX CORPORATION,1
"SEMIOTIC AI, INC.",1
SEMIOTIC ENGINEERING ASSOC. LLC,2
SemiSouth Laboratories,21
"SEMOREX, INC.",4
Semplastics EHC LLC,5
SEMPRIUS INC.,3
Semprus Bioscience Corporation,3
Sempulse Corporation,2
"Semquest, Inc.",6
Semrock,1
SEMTAS CORP.,6
"SENA RESEARCH, INC.",2
"SenAnTech, Inc.",2
Sencera Energy Inc,3
Sencom Corp,1
"SENCONTROLOGY, INC.",1
Sendero Group LLC,5
"Seneb Biosciences, Inc. ",3
SENECIO SOFTWARE INC,7
"SENESTECH, INC.",2
SENEX BIOTECHNOLOGY,10
Senior Housing Research Group,1
SENIOR LINKS RESOURCE GROUP,1
SENIOR SCIENTIFIC,10
Senior Software Inc.,1
SENIOR SOLUTIONS,1
"SENIORTHINKING, LLC",1
Seniton Technology Incorporation,1
SenMater Technology,2
"SENOMYX, INC.",1
Senops,1
Senova,1
Senova Corp.(chemalert),3
SENS4,1
"Sensable Devices, Inc.",2
Sensacoil Incorporated,2
SENSANNA INCORPORATED,14
Sensant Corp,7
Sensar Corp,1
SENSARRAY CORP.,5
"Sensatek Propulsion Technology, Inc.",6
SENSCI CORP.,4
"SENSCORP, INC.",1
"Sense Diagnostics, Inc.",2
SENSE MAKING TECHNOLOGIES INC,1
Senseeker Engineering,11
Senseer LLC,1
SenseICs Corporation,3
"Senseion Therapeutics, Inc.",3
"Senseion, LLC",1
"SENSERA, INC.",9
"SENSETA, INC.",1
SENSEYE INC,4
"SENSIBLE CARE, LLC",1
Sensible Machines Inc,2
Sensible Weather Co,1
"Sensicore, Inc.",1
"Sensics, Inc.",2
SENSIGMA LLC,4
SENSIMETRICS CORP,53
"SENSING &amp; EVALUATION TECHNOLOGIES, LLC",2
"SENSING STRATEGIES, INC",14
SENSING SYSTEMS LLC,2
Sensintel Inc.,116
"SENSIQ TECHNOLOGIES, INC.",2
"Sensirox, Inc.",1
SENSIS CORP.,17
Sensit Company,3
"SENSIT VENTURES, INC.",3
SENSITIC TECHNOLOGIES LLC,1
"SensoDX II, LLC",7
"SENSONICS, INC.",7
SensoPath,2
"SENSOPATH TECHNOLOGIES, INC.",2
Sensor Analytics Inc.,2
Sensor Concepts Incorporated,6
"Sensor Creations, Inc.",8
"Sensor Data Integration, Inc.",2
SENSOR DEVELOPMENT CORPORATION,16
"Sensor Electronic Technology, Inc.",80
Sensor Frame Inc.,3
"Sensor Group Llc, The",3
"Sensor Plus, Inc.",7
Sensor Research And Development Corporation,15
"Sensor Sciences, Llc",1
"Sensor System, Inc.",1
"SENSOR TECHNOLOGIES &amp; SYSTEMS, INC.",8
"SENSOR TECHNOLOGIES, INC.",4
"Sensor Technology Research, Inc.",3
"SensorCom, Inc.",4
"SENSORCON, INC.",4
Sensordata Technol Inc.,2
"Sensordek, Inc.",1
Sensordyne LLC,1
"Sensorhound, Inc",4
SENSORIA INC.,1
"Sensoriis, Inc.",2
SensorLink Corporation,1
"SensorLogic, Inc.",4
"Sensormetrix, INC",36
Sensors Hawaii Inc,1
SENSORS IN MOTION INC.,1
"Sensors Unlimited, Inc.",80
"SENSORS WORLD, INC.",1
Sensortex,24
"SENSORTRAN, INC.",1
"SenSound, LLC",4
"Senspex, Inc.",6
"Sensulin, LLC",1
"Sensuron, LLC",1
Sensys Instruments Corp,2
"Sensys Networks, Inc.",4
Sensytec Inc.,1
"SenSyTech, Inc. Imaging Group",19
"Sentar, Inc.",56
SENTEC CORPORATION,12
"SENTECH, INC.",6
SENTECHBIOMED CORPORATION,8
"Sentecor Solutions, LLC",2
"SENTEK CONSULTING, INC.",1
"SENTEK GROUP, INC.",1
"SENTEK INSTRUMENT, LLC",1
SENTEL CORPORATION,10
"SENTEL TECHNOLOGIES, LLC",5
SENTENAI INC,3
"Senti Biosciences, Inc.",3
SENTIA GROUP,1
"Sentia Medical Sciences, Inc.",2
"SENTIAR, INC.",2
"Sentien Biotechnologies, Inc.",9
"Sentient Decision Science, Inc.",1
SENTIENT RESEARCH,2
Sentient Science Corporation,65
Sentient Systems Technology In,2
SENTIGEN CORPORATION,1
SENTILUS,1
"SENTIMETRIX, INC.",4
SENTINEL AVE LLC,1
"SENTINEL ENVIRONMENTAL GROUP, LLC",3
Sentinel Healthcare Corporation,1
"SENTINEL OCCUPATIONAL SAFETY, INC.",1
"Sentiomed, Inc.",1
"SENTION, INC.",5
"Sentire Medical Systems, Inc.",1
Sentix,1
Sentor,11
SENTOR TECHNOLOGIES,1
Sentorix,1
SENTRANA INC.,1
"SENTRX SURGICAL, INC.",4
Sentry Equipment Corp.,2
SENVOL LLC,4
SEP-ALL LLC,1
"Sepa Inc,",1
"SEPARATION DESIGN GROUP, LLC",4
Separation Industries,3
Separation Methods Tech,1
Separation Processes Inc,1
"SEPARATION SYSTEMS TECHNOLOGY, INC.",18
"Sepax Technologies, Inc.",2
Sepion Technologies,2
"SEPRACOR, INC.",12
Sepragen Corpon,1
Sepragen Corporation,2
Sepratech,1
Sepro Corporation ,1
"SeqLL, LLC",1
Sequal Inc.,1
"SEQUAL TECHNOLOGIES, INC.",4
"SEQUANA THERAPEUTICS, INC.",2
Sequegenics LLC,1
"SEQUEL GENETICS, INC.",1
"SEQUELA, INCORPORATED",5
Sequella Inc,25
Sequenom,3
"Sequent Logic, LLC",10
"SEQUENT MEDICAL, INC.",2
Sequitur Health Corp,3
Sequoia Associates,1
"SEQUOIA PHARMACEUTICALS, INC.",2
"SEQUOIA SCIENCES, INC.",6
"SEQUOIA SCIENTIFIC, INC.",19
"SEQUOIA TECHNOLOGIES, INC.",10
"SEQUON, INC",2
Sequor Pharamaceuticals LLC,1
"SEQWRIGHT, LLC",1
"Sera Star, LLC",2
"SERACARE LIFE SCIENCES, INC.",26
"SERACARE LIFE SCIENCES, INC.",1
Seragen Inc,1
"SERALOGIX, LLC",9
"SERAPH ROBOTICS, INC.",2
SEREBRUM CORPORATION,3
"SERENDIPITY PHARMACEUTICALS, INC.",2
Serene Software Inc,1
Seres Laboratorytories Inc.,3
"Serex, Inc.",2
Sergei Krivoshlykov,6
Serim Research Corpon,5
Serimmune,4
SERINA THERAPEUTICS INC,1
"Serinus Labs, Inc.",3
"Serion, Inc ",1
SERIONIX,6
"SEROTINY, INC.",1
"SERPIN PHARMA, LLC",2
"Serplus Technology, LLC",3
"Serra Pharmaceuticals, Inc.",2
Sersense Inc,3
SERTECH HEATING &amp; AC INC,1
SERTOLI CELL RES INST,2
"Service Robotics &amp; Technologies, Inc.",3
"Serviceware, Inc.",1
Servo Corp. Of America,2
"Seryx Biomedical, Inc.",1
"Sesame Solar, Inc.",2
Sesco,6
"SEST, INC.",6
SET ASSOC. CORP.,69
SET Group LLC,3
Seta Corp.,2
Setec Inc,1
"Setech, Inc.",2
Setecs Corporation,1
Sets Technology Inc,19
"Setter Research, Inc.",4
SettleTop Inc.,2
"Seurat Therapeutics, Inc.",1
"SEV1TECH, LLC",4
"Seven Biosciences, Inc.",2
Seven Mountains Scientific Inc,3
Severn Technology Inc,2
"SEVIDENT, INC.",1
Sevivo LLC,1
Sevrain-tech Inc,1
Seward Incorporated,17
"SEXTANT ENGINEERING TECHNOLOGIES, INC.",5
Sextant Medical Corp.,2
"SEXUAL HEALTH NETWORK, INC.",1
"SFA, INC.",9
"Sfc Fluidics, Inc.",16
"SFM Technology, Inc.",2
"SFP WORKS, LLC",4
sGC Pharma Inc.,2
"SGgenomics, Inc.",1
"SGM BIOTECH, INC.",1
SGNT INC,2
"SGSD Partners, LLC",1
"Sha &amp; Associates, Inc.",1
"Shaba Shellfish, Inc.",1
"SHADE, INC.",4
"Shadow Research, Inc.",2
"SHADOWBAND SYSTEMS, INC.",3
"SHAKTI TECHNOLOGIES, INC.",5
"Shal Technologies, Inc.",2
Shaman Pharmaceuticals Inc,1
SHAMROCK STRUCTURES LLC,1
"SHANBROM TECHNOLOGIES, LLC",2
Shannon &amp; Wilson Inc,1
Shape Change Technologies LLC,21
SHAPE MEMORY MEDICAL INC,2
"Shapefidelity, Inc.",2
"ShapeStart Measurement Systems, Inc.",2
Shared Care Productions Inc.,2
"Shared Medical Technology, Inc.",2
SHARED SPECTRUM COMPANY,37
"Shark Wheel, Inc.",2
Sharklet Technologies Inc.,11
"Sharma &amp; Associates, Inc.",14
SHARP EDGE LABS INC,1
Sharp Vision Software LLC,5
SHARPE ENGINEERING INC,3
"Sharpeyes, LLC",1
Shason Microwave Corp.,2
"SHASQI, INC.",2
"Shasta Crystals, Inc.",5
Shaw Mountain Technology LLC,1
"SHAWN SYSTEMS, INC.",15
Shay Aerospace Corp,2
"Shayda Technologies, Inc.",4
Shear Form Inc ,20
"SHEARWATER POLYMERS, INC.",2
"Shearwater Technology, Inc.",1
"SHEAUMANN LASER, INC.",1
Sheehan Medical LLC,3
Sheep Venture Company,2
Sheepdog Sciences Inc,3
Sheeta Global Tech Corp.,6
Sheetak Inc.,4
"Sheidow Consulting, Inc.",3
"Shelburne Laboratories, Inc.",1
"SHELBYTECH, INC.",2
Shellfish Solutions Inc.,2
Shen Associates,1
Shenandoah Mountain,9
Shenango Industries Inc.,2
SHENASA MEDICAL,3
"SHENNONG BIOTECH, INC.",1
SHEPHERD MEDICAL COMPANY,2
"Shepra, Inc.",7
"SHERBROOKE CONSULTING, INC.",2
SHERIDAN SOLUTIONS LLC,6
Sherman M. Seltzer,1
"Sherpa Solutions, LLC",1
"Sherwin, Inc.",2
Shield AI Inc.,4
Shield Pharma LLC,1
"Shield Rite, Inc.",5
Shielding Technologies Inc,3
Shifa Biomedical Corporation,15
"SHIFT LABS, INC.",2
"Shift Pharmaceuticals Holdings, Inc.",1
"Shift.org, Inc.",1
Shift5 Inc.,2
"Shiftleft, Inc.",1
"SHINE MEDICAL TECHNOLOGIES, INC.",1
"Shine Micro, Inc.",1
"SHIO, LLC",1
Ship of Theseus LLC,1
"Shipcom Federal Solutions, LLC",2
Shirley Willett Inc,1
"Shivvers Manufacturing, Inc.",3
SHOCK TECH INC,4
"Shock Transients, Inc.",4
"Shockwave, LLC",2
"Shoelace Wireless, Inc.",2
Shonka Research Associates,11
SHOPAGON INC,1
"SHORELINE BIOME, LLC",1
Shorr Productions,2
Shulcon Industries Inc.,1
"SHURE FOODS, INC",1
"Shuttle Pharmaceuticals, Inc.",6
SHW Enterprises,1
SI Diamond Technology Inc,18
Si Division Of Spectrum 39,1
"SI GOVERNMENT SOLUTIONS, INC.",7
"SI2 TECHNOLOGIES, INC.",108
Siagenic Inc.,2
Sibel Inc.,1
"SibellOptics, LLC",7
Sibia,2
"SIBTECH, INC.",34
"SIBYL PHARMACEUTICAL, INC.",1
"SiC Systems, Inc.",4
"SIC Technologies, Inc.",2
SICDRONE CORPORATION,2
"SICEL TECHNOLOGIES, INC.",1
"Sickweather, Inc.",1
"SiCOM, Inc",17
SICOMM (CHANGED TO: SILVUS COMMUNICATION,2
SICORE TECHNOLOGIES INC.,26
SID GREEN LLC,1
SID TECHNOLOGIES LLC,1
"SIDDCO, INC.",2
"Sidoran Consulting, Inc.",1
"SiDx, Inc.",3
"Siege Pharmaceuticals, Inc.",1
"Siege Technologies, LLC",6
Siegfried Enterprises Inc,1
Siegmund Scientific,4
SIEMENS MEDICAL SYSTEMS,2
SIenna Labs,1
"SIENNA TECHNOLOGIES, INC.",66
Sierra Biomedical Corpon,3
SIERRA CYTOMETRY,1
Sierra Energy,1
"SIERRA ENGINEERING &amp; SOFTWARE, INC.",1
"SIERRA ENGINEERING, INC.",31
"SIERRA INTERVENTIONS, LLC",2
"Sierra Lobo, Inc. ",24
Sierra Medical,2
"SIERRA MONOLITHICS, INC.",20
Sierra Nevada Corporation,6
"SIERRA PACIFIC INNOVATIONS, CORP. ",1
"Sierra Scientific Instruments, Inc.",2
Sierracom Inc.,1
SIETEC Corporation,3
SIEV TECHNOLOGIES LLC,1
"Sievers Instruments, Inc.",13
"SIFR SYSTEMS, INC.",1
Sifteo,2
"SIGA TECHNOLOGIES, INC.",15
Sigcom Inc.,3
"Sigenics, Inc.",2
"Sight, Sound, &amp; Motion, Inc.",2
Sightgain Inc.,3
"SIGHTLINE APPLICATIONS, LLC",1
"SIGINT Systems, LLC",1
Sigma Dynamics Corp.,1
Sigma Gamma Lambda Inc.,2
SIGMA K CORP,7
Sigma Research Corp,26
SIGMA SPACE CORPORATION,18
"SIGMA SYSTEMS RESEARCH, INC.",13
"SIGMA TECHNOLOGIES INTERNATIONAL GROUP, INC.",77
"Sigma Technology, Inc.",1
Sigman Computer Services,1
Sigmastat Inc.,1
SIGMATECH INC,5
"Sigmodon Systems, Inc.",2
"SIGMOVIR BIOSYSTEMS, INC.",4
"Sign Assessment, Inc",1
SIGNABLOK INC,13
Signal &amp; Wave Information,1
Signal Analytics Corp,6
Signal Corp.,2
Signal Engineering Inc.,5
"Signal Innovations Group, Inc.",22
"SIGNAL LABS, INC.",2
"SIGNAL PHARMACEUTICALS, INC.",4
Signal Processing Technologies LLC,1
"SIGNAL PROCESSING TECHNOLOGIES, INC.",1
"Signal Processing Technology,",11
"Signal Processing, Inc.",38
"Signal Science, Inc.",1
Signal Separation Tech,6
"SIGNAL SOLUTIONS, LLC",6
Signal Systems Corporation ,55
SIGNALCRAFT R&amp;D CORPORATION,1
"Signalogic, Inc.",2
"Signalogic, Inc.",1
SignalRx Pharmaceuticals Inc.,5
Signatech Systems,1
Signatron Acquisition Corp,7
Signatron Technology Corp.,20
SIGNATURE ANALYTICS LLC,2
"Signature Research, Inc.",33
"Signature Solutions, Inc.",2
Significat Associates,2
"Signition, Inc.",2
"SIGNOS, INC.",1
"SIGNOSIS, INC.",1
"SIGNUM BIOSCIENCES, INC.",8
"Sigopt, Inc.",1
"Sigpro Systems, Inc.",8
"Sigray, Inc.",30
Sigrity,2
"SIGT, LLC",1
"SIGTEK, INC.",2
"Sigtem Technology, Inc",21
"Siilion, Inc",5
SIL Technologies LLC,2
"SILA NANOTECHNOLOGIES, INC.",4
"SILAGENE, INC.",1
SILARTEK LLC,1
Silatronix,4
"SILBIOTECH, INC.",3
SilcsBio LLC,4
Silent Call Corporation,1
"SILENTECH, INC.",2
"SILERETECH, LLC",1
Silexta Inc.,1
"Silhouette Technology, Inc.",9
"SILICON 6, L.L.C.",1
SILICON ASSURANCE LLC,1
"SILICON AUDIO, LLC",13
"SILICON BIODEVICES, INC.",3
Silicon Connection Inc.,4
"Silicon Designs, Inc.",26
Silicon Dynamics Inc,1
SILICON DYNAMIX INC,1
Silicon Engines Inc,6
Silicon Films Corpon,4
SILICON GENETICS,3
"Silicon Informatics, Inc.",2
"Silicon Insite, Inc.",2
Silicon Kidney,7
"Silicon Micro Display, Inc.",3
Silicon Microstructures Inc,1
"Silicon Mountain Design, Inc.",31
"Silicon Mountain Technologies, Inc",2
SILICON POWER CORPORATION,6
"Silicon Ribbon, LLC",1
Silicon Solar Solutions,2
Silicon Space Technology Corporation,33
Silicon Speech,1
"SILICON TECHNOLOGIES, INC.",14
Silicon Technology Inc,1
Silicon Video Corp.,1
"Silicon Wafer Technologies, Inc.",3
"Siliconcore Technology, Inc.",1
"SILICONOPTICS, INC.",1
SiliconScapes,1
"Silk Technologies, Ltd.",4
SILOAM BIOSCIENCES,11
"Silpara Technologies, LLC",1
Siltronix Inc.,2
"SILVACO DATA SYSTEMS, INC.",2
"Silvec Biologics, Inc.",1
"SILVER BULLET SOLUTIONS, INC.",5
"Silver Creek Pharmaceuticals, INC",1
"SILVER ENGINEERING, INC.",2
"Silver Fir Software, Inc.",1
SILVER LAKE RESEARCH CORPORATION,11
Silver Sky Technologies,1
SILVERBILLS LLC,1
SILVERBLOCK SYSTEMS INC. ,1
"Silverbrook Limited, Baetis",2
"SILVERCHAIR SCIENCE+COMMUNICATION, INC.",6
Silverside Detectors Inc.,8
"Silverthread, Inc.",3
Silvics Analytic ,1
"Silvus Technologies, Inc. ",44
SIM-VIVO LLC,3
"SIMATRA MODELING TECHNOLOGIES, LLC",2
"SIMBA Chain, Inc.",7
Simbex LLC,27
SIMBIONIX CORP.,2
"SimBioSys, Inc.",2
SimBiotic Software,5
SimBlocks LLC,1
"Simbulus, Inc. ",4
Simcredible,1
"Simergent, LLC",2
"Simetri, Inc.",10
Simex Systems &amp; Software,2
Simiao Health,2
"SimInsights, Inc.",4
